@relation 'telco_labFour-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R4,6'

@attribute region numeric
@attribute townsize numeric
@attribute gender numeric
@attribute agecat numeric
@attribute edcat numeric
@attribute income numeric
@attribute debtinc numeric
@attribute churn numeric

@data
1,2,1,5,4,45,4.2,1
3,2,1,2,3,39,15.6,1
2,3,0,4,4,76,13.8,0
1,2,1,3,5,46,6.2,1
2,1,1,4,3,73,9.9,0
5,5,0,2,2,20,21.8,0
4,5,1,3,4,36,17.9,0
3,5,1,5,2,131,1.6,1
1,1,0,3,4,40,10.5,1
4,5,0,4,2,63,25.1,0
1,3,1,4,4,73,24.9,0
4,4,0,2,2,61,23.4,0
3,1,0,6,2,24,13.8,0
2,1,0,5,2,41,8.5,0
5,2,1,3,4,25,4.3,1
1,2,0,3,2,15,7,0
1,3,0,2,3,20,3.9,0
5,2,1,2,2,29,9.5,1
5,2,0,4,4,62,4.4,1
5,4,1,4,4,34,17.2,0
4,3,1,3,4,22,18.5,0
1,1,0,6,2,36,4.8,1
1,3,0,2,2,24,15.7,1
2,3,0,3,1,18,6.8,0
1,1,0,4,1,28,17.2,0
3,1,0,4,2,78,4.5,1
3,5,1,5,3,40,4.8,0
3,1,1,6,2,14,8.6,0
4,1,0,4,2,78,4.6,0
4,1,0,4,2,48,16.4,1
1,1,0,5,2,99,10.9,0
5,5,1,4,3,80,6.3,0
4,1,0,6,3,29,12.8,0
4,5,0,3,3,32,16.3,0
1,3,0,3,2,24,7.2,0
4,4,0,5,2,41,3.7,0
3,3,0,5,2,83,9.6,0
2,4,0,3,2,17,12.4,0
4,1,0,2,4,22,10.8,0
4,1,1,2,2,16,11.7,0
1,2,1,5,2,33,5.6,1
4,3,0,4,2,29,2.8,1
2,3,0,5,4,84,10.6,0
4,3,1,3,3,20,5.6,1
2,3,1,5,1,41,1.1,1
5,5,0,5,4,113,5.9,0
4,1,1,4,2,42,3.1,0
5,4,0,6,2,76,8.9,0
3,4,0,4,2,91,10.9,0
2,1,0,6,1,38,14.7,0
3,1,1,6,2,167,11.5,0
1,2,1,6,5,143,3.2,0
2,1,0,6,1,27,3.8,0
5,4,1,6,1,21,9.3,0
1,1,0,4,1,57,21.7,0
1,1,1,2,2,20,17.5,1
3,1,1,6,2,11,2.9,0
5,5,0,6,2,22,5.9,0
4,5,1,4,2,30,11.3,1
3,1,1,2,2,19,21.8,0
3,2,1,6,1,25,11.6,0
3,2,1,4,4,59,5.9,0
4,5,0,4,1,51,14.2,0
4,3,0,6,2,16,25.7,0
4,1,1,6,2,74,7.3,0
5,3,0,3,3,56,4.4,1
3,5,1,4,2,32,21.2,0
3,3,0,6,1,17,4.5,0
5,5,1,4,2,39,8.3,0
2,2,1,6,2,38,17.4,0
3,3,0,4,4,34,8.5,0
4,4,0,5,5,25,7.3,0
5,4,0,2,2,15,15.6,1
1,1,0,2,3,21,7.2,0
2,5,1,3,2,30,12.1,0
5,3,0,3,2,27,10.3,0
5,5,1,3,2,23,3.4,0
5,5,1,6,1,25,10.7,0
3,1,1,5,4,59,10.4,0
4,3,1,5,5,19,9.2,0
4,4,1,2,3,19,4,1
5,3,1,6,1,40,6.9,1
3,2,1,6,5,172,10.3,1
5,1,1,5,1,85,7.4,0
5,4,0,2,2,25,9.9,0
5,5,1,3,2,24,13.7,1
2,2,1,2,4,20,8.4,0
3,2,1,4,3,51,10.9,1
5,5,1,6,2,36,8.9,0
3,3,1,6,2,20,11.3,1
3,2,0,4,1,45,2.8,0
4,1,0,4,4,60,20.4,0
5,5,1,3,1,22,24.8,1
1,2,1,4,5,134,10.8,1
5,5,1,5,3,33,23.1,0
5,3,0,4,4,35,10.9,0
3,1,0,5,4,130,12.6,0
4,3,0,2,3,38,5.5,0
5,2,0,2,2,24,14.1,0
3,2,0,5,3,34,12.1,0
2,3,0,4,5,226,12.7,1
1,4,1,6,1,96,2.2,0
2,1,1,3,2,16,9.3,0
3,3,0,4,5,37,8.2,1
5,5,0,5,2,33,2.1,0
4,4,0,2,2,29,11.9,0
5,5,1,6,5,24,12.8,0
4,2,1,2,4,24,2.8,0
4,3,1,2,3,32,6.6,0
1,1,1,5,1,30,14.4,0
1,1,1,5,3,42,5.2,0
5,4,0,4,2,24,7.8,0
2,2,0,3,1,20,4.4,0
3,1,0,4,2,43,7.7,0
5,4,1,5,2,79,28,0
5,5,0,4,4,59,2.3,1
1,2,1,4,2,36,19.1,0
1,1,0,4,2,56,7.8,0
4,1,1,6,1,18,12.3,0
5,3,1,6,3,39,2.2,0
2,2,0,3,2,52,7.8,0
3,3,1,4,2,24,11.6,0
3,3,1,5,2,42,14,0
2,1,1,5,3,64,2.6,1
3,1,1,3,4,61,5,0
5,3,1,5,1,141,8.4,0
2,2,1,5,4,60,11.6,1
3,4,0,3,1,32,11.7,0
2,5,1,5,2,86,12.7,0
1,2,1,3,4,13,1.8,0
5,1,1,6,4,150,2.2,1
2,2,1,6,5,126,12,0
2,1,1,2,1,22,8,1
2,4,0,4,5,56,2,1
4,2,1,5,4,118,9.6,0
5,5,0,3,1,33,14.8,0
4,3,1,6,1,57,4.9,1
3,3,1,4,5,65,1.7,0
1,1,1,3,2,64,5.5,0
5,4,0,6,1,11,9.6,0
1,1,1,4,2,38,5.6,0
4,3,0,2,2,13,2.7,1
2,5,1,2,3,24,17.1,0
1,2,1,5,1,34,2.9,0
3,3,0,6,2,114,5.9,0
4,4,1,6,1,9,8.4,0
3,4,1,5,1,116,7.3,0
5,5,0,4,4,105,12.1,0
2,3,1,3,4,18,13.7,1
5,1,0,6,4,46,13.1,0
1,1,0,3,4,52,4.3,0
3,2,0,4,3,62,21.5,0
1,2,1,4,4,73,1.5,0
3,5,1,3,4,27,24.1,0
1,5,0,4,5,212,14,0
2,2,1,3,3,49,1.6,0
5,4,1,3,4,48,12.3,0
1,4,1,6,2,9,4.3,0
2,4,0,4,4,111,4.2,0
5,4,0,4,5,58,14.2,1
1,2,1,6,3,54,10,0
5,2,1,4,1,55,7.4,0
4,2,1,6,3,29,6,0
2,3,0,6,5,9,3.7,1
2,4,0,6,3,39,18.4,0
3,1,0,5,2,10,9.4,1
5,3,1,5,1,25,6.8,0
4,3,1,4,1,40,4.3,0
2,1,1,6,5,66,20,0
4,4,1,4,3,58,7.7,1
2,1,1,6,4,109,4.6,0
2,3,0,4,2,48,6.9,1
4,2,0,5,3,76,7.2,0
1,1,1,6,2,22,6,0
2,1,0,4,3,35,8.7,0
5,5,1,5,1,77,7.6,0
4,2,1,3,3,23,5.4,1
5,5,1,3,4,107,3.6,1
4,4,1,3,3,56,16.1,0
1,3,0,6,1,23,9.3,1
1,5,1,6,2,64,6,0
2,3,0,6,3,89,4.3,1
4,3,0,2,4,60,13.5,0
2,2,1,4,1,44,8.2,0
4,4,0,4,2,63,2.6,1
2,4,0,4,4,150,11.1,1
5,5,0,6,2,13,13.8,1
2,3,0,4,2,51,3.6,0
4,1,1,2,4,39,27.9,1
4,3,1,5,3,31,4.3,0
5,5,0,2,2,13,5.2,0
2,2,0,5,4,146,21.1,0
1,?,1,4,4,121,6.5,1
5,1,1,5,4,31,14.9,1
5,5,1,3,4,44,8.5,0
3,1,1,6,2,10,12.1,0
1,1,1,3,5,27,20.6,0
2,3,1,6,4,34,10,0
4,2,1,4,3,92,5.1,0
4,2,0,2,2,25,2.4,1
5,3,0,4,1,38,9.7,0
3,2,0,6,2,95,10.8,0
5,4,1,4,4,63,8.4,0
4,1,0,5,1,32,1.3,0
1,3,1,2,2,13,23.3,0
4,4,0,3,3,65,5.1,0
3,1,0,4,3,148,11.3,0
2,3,1,3,5,44,6,0
4,4,1,3,2,17,6.5,0
3,2,0,4,1,72,21.1,1
2,2,1,6,2,53,4.6,0
3,2,1,4,2,186,12.4,0
3,4,1,5,1,29,18.3,0
5,5,0,4,4,93,18.9,1
2,4,1,4,4,60,1.1,0
5,4,0,4,3,42,12.3,0
5,2,0,4,3,85,10.7,0
1,1,1,6,4,49,3.5,0
4,3,0,2,3,26,10.4,1
2,1,0,6,2,12,11.2,0
5,1,1,6,3,411,8.3,0
2,1,0,6,2,80,36.7,0
3,4,1,5,1,136,3.3,0
2,1,0,6,2,91,8.4,1
3,1,0,4,4,81,10.4,0
4,4,1,2,2,21,10.4,1
2,4,1,6,2,75,8.6,0
3,3,1,6,5,73,10.9,1
4,2,1,6,1,17,13.7,0
3,4,1,5,2,41,26.2,1
5,5,0,5,3,22,9.4,1
2,1,1,4,2,22,6.6,0
4,2,0,3,3,28,16.6,0
1,5,1,3,3,27,17.6,0
2,1,0,2,1,18,7.5,0
4,5,0,3,3,40,17.2,0
4,5,1,5,3,102,7.4,0
5,4,1,4,2,53,12,0
5,4,0,3,2,25,4.7,0
1,2,0,3,1,23,7.5,1
5,5,0,4,3,33,9.4,1
3,5,0,3,4,68,3.9,0
3,1,1,3,4,66,12.2,0
1,1,1,5,3,49,14.8,0
2,2,1,6,1,34,9.1,0
4,4,0,4,3,111,7.4,1
2,1,0,5,2,56,21.3,0
3,4,1,6,1,19,7.8,0
4,5,0,5,2,180,14,0
1,3,0,5,2,64,7,0
2,3,0,3,3,20,11.9,1
1,4,0,5,1,29,12.8,0
1,1,1,6,2,27,8.2,0
5,5,1,4,3,31,8.1,1
2,4,0,4,3,32,7.1,0
1,1,1,6,5,68,13.8,0
3,1,0,5,2,20,15.8,0
5,4,1,4,2,29,8.4,0
1,4,0,2,2,17,4.8,0
3,5,0,5,3,29,7.8,1
5,2,1,6,1,13,14.7,0
5,2,1,6,5,21,7.5,0
4,1,1,2,1,24,6.1,1
3,2,0,4,3,99,23.4,0
4,3,1,3,2,22,1.2,0
5,5,0,5,2,242,8.7,0
2,2,0,5,3,52,9.5,0
1,2,1,3,2,34,7.2,0
3,2,1,6,3,9,11.3,0
5,3,0,4,3,64,10.5,0
4,3,1,2,4,24,2.9,1
4,2,0,6,1,11,13.3,0
1,2,0,5,4,70,9.6,0
3,3,1,4,1,49,9.1,0
2,3,0,3,1,24,9.9,0
2,3,0,2,1,19,3,0
3,2,1,5,2,68,8.8,0
3,5,1,6,1,48,13.8,0
2,1,0,3,5,49,1.4,1
1,1,1,4,4,41,7.3,0
2,4,1,5,2,28,12.6,0
3,5,1,3,4,47,5,1
1,4,1,3,2,37,15.5,1
3,5,1,2,2,20,23.7,0
1,1,1,2,2,14,14.7,1
3,5,1,4,3,73,5.7,0
1,1,0,4,4,43,7.5,0
2,4,0,4,2,19,3.5,0
4,1,1,3,3,34,14.2,1
5,1,1,3,4,36,7.8,1
2,2,0,4,5,119,4.6,0
2,4,0,4,5,98,3.6,0
3,5,0,5,2,62,13.7,0
5,2,0,2,3,21,9.2,1
5,2,1,4,3,32,8,0
2,4,0,6,5,35,3.2,0
3,1,1,4,5,51,3.3,0
2,2,1,4,1,62,11.1,0
2,3,1,5,4,69,18.5,0
5,5,1,2,3,25,10.2,1
2,2,0,3,2,29,14,0
3,4,1,2,1,24,5.2,0
4,4,1,3,3,43,12,0
4,4,1,5,3,80,13.3,1
2,3,1,5,2,65,17.3,1
3,1,1,4,1,43,11.3,0
1,1,0,4,1,32,4.8,1
1,1,1,4,4,60,6.9,1
3,1,1,6,1,87,5.1,0
4,2,0,2,4,58,5.6,1
2,2,1,6,2,43,10.9,0
5,5,1,2,2,20,9.5,1
2,3,1,3,1,30,3.4,1
4,5,0,5,2,35,12.7,1
4,5,1,3,4,111,7.5,1
5,5,1,3,2,26,14.6,0
5,5,1,3,1,30,17.4,0
5,5,1,5,2,12,16.7,0
2,1,1,4,2,44,4.2,0
4,1,1,3,1,30,21.6,0
3,5,0,6,5,61,14.8,0
3,4,0,5,4,12,27.3,1
2,1,0,4,5,134,14.6,1
5,2,0,4,5,46,7,0
3,1,1,6,4,11,10.6,0
4,1,0,6,1,11,13.3,0
1,1,1,5,2,33,10.8,1
1,1,0,3,5,19,9,0
2,1,0,6,3,10,3.4,0
3,1,1,5,4,58,28.1,0
2,1,1,3,1,40,10.9,0
3,5,1,4,5,47,1.5,0
5,4,1,4,2,48,3,0
4,4,0,5,4,1073,19.7,0
4,3,0,6,2,240,16.4,0
1,1,0,2,2,28,24.3,1
5,5,1,6,2,35,11.9,0
2,2,1,2,3,28,13.7,0
2,1,0,6,1,32,0.6,0
2,3,1,4,3,44,11.5,0
3,4,1,2,2,16,14.6,1
5,1,0,6,2,39,22.5,0
3,2,0,6,3,115,9.6,0
4,1,0,4,2,47,17.7,0
2,1,0,5,2,31,11,0
2,3,1,6,1,35,12.2,0
3,4,0,6,2,38,19.2,0
5,5,1,2,2,16,13.7,1
3,1,0,6,1,80,2.4,0
4,2,0,3,4,53,2.3,0
4,2,0,6,3,9,11.6,0
1,1,1,4,2,49,6,0
5,2,1,4,2,54,10.4,1
1,3,0,2,2,14,2.3,1
5,1,0,6,2,42,23.8,0
1,1,0,4,3,25,15.7,0
3,1,0,4,2,36,20,0
1,1,0,3,2,30,3.1,0
5,5,0,3,4,37,2,0
3,3,1,5,1,30,13.9,0
1,1,0,5,1,53,16.1,0
2,1,0,5,2,49,19.1,0
1,2,1,3,3,30,7.6,1
4,4,0,3,2,26,7.8,0
4,4,1,2,2,24,14.3,0
1,1,1,6,3,23,2.8,0
1,1,0,4,3,50,10.8,0
5,5,0,3,2,41,12.8,0
2,1,0,2,1,18,11.1,0
5,1,1,4,4,51,2.4,1
4,4,1,5,2,51,3.5,0
5,5,1,4,2,37,5.5,0
5,3,0,4,3,29,13.1,0
2,2,0,6,4,68,8.8,0
3,1,0,6,2,10,4.8,0
1,1,1,5,2,109,19.1,0
1,2,1,5,4,158,9.1,1
3,3,1,4,2,47,2.2,1
1,2,1,6,4,259,13.6,0
1,1,0,4,2,52,6.8,1
5,4,1,6,2,22,5.4,0
2,3,0,3,1,41,0.5,0
2,4,0,5,1,22,6.3,0
3,1,0,6,2,224,16,0
2,1,0,5,2,34,10.2,1
5,2,0,5,4,103,14,0
2,1,1,3,3,30,4.7,1
5,4,0,5,1,37,6.7,0
3,2,1,3,4,27,22.5,0
1,3,0,2,2,16,13.9,0
1,4,0,5,1,26,5.8,1
3,2,1,4,3,89,11.2,0
4,3,0,2,3,28,9.6,1
5,2,0,6,1,56,19.1,0
1,1,0,2,3,25,3.1,0
2,3,0,6,2,40,18.1,1
2,1,0,4,5,29,10.5,0
1,1,0,3,4,48,4.5,0
2,1,1,5,5,67,15.2,0
4,4,1,5,4,77,26.7,0
3,3,1,6,1,93,16.3,0
5,5,0,4,1,26,13.8,0
4,3,1,6,1,20,8.9,0
5,5,1,4,2,87,5.6,0
3,4,0,2,2,14,15.2,0
1,2,0,3,4,44,8.8,1
2,2,1,6,1,18,18,0
3,2,1,2,2,17,4.7,0
4,5,0,4,3,29,10.6,0
4,2,0,6,2,76,7.3,0
4,5,1,5,2,84,1.5,0
1,1,1,5,4,21,11.6,0
2,2,1,4,1,67,22.6,0
4,4,1,5,4,122,3.8,1
2,1,1,6,2,27,5.7,0
1,2,1,4,2,46,7.8,1
3,1,0,5,2,78,1,0
2,3,1,3,5,30,17.5,1
3,2,0,2,3,33,3.7,0
2,5,1,5,2,179,3.8,0
4,2,0,4,2,80,12.2,1
5,5,0,2,2,17,2.9,0
4,4,1,2,2,18,16.4,0
1,1,1,5,4,280,4.6,0
3,3,0,5,5,42,13.9,0
1,5,0,5,4,32,5.8,1
5,5,0,6,3,45,2.6,0
3,1,0,6,5,13,28.4,1
3,3,1,4,1,55,21,0
2,3,1,4,4,20,18.6,0
5,4,1,2,2,33,6.9,0
1,1,0,5,1,59,8.7,0
5,5,1,6,2,12,17,0
4,3,1,5,3,58,6,0
5,3,1,6,3,84,4.9,0
1,1,1,4,2,62,4,0
5,5,1,5,1,27,10.8,0
4,3,1,4,3,63,17.6,1
2,4,0,3,4,56,6.6,1
2,2,1,5,1,202,1.9,0
1,1,0,3,2,29,21.2,0
4,2,0,3,2,35,14.6,0
5,5,1,4,1,29,14.1,0
1,3,0,4,3,138,8.4,0
2,3,0,5,4,145,6.9,0
1,3,0,2,3,21,7.2,0
5,5,1,3,1,17,11.9,1
5,3,1,2,3,14,15.3,1
5,4,1,6,1,10,6.8,0
2,4,0,6,1,24,22.9,0
5,5,0,3,5,127,7.4,1
5,1,0,5,4,22,6.6,1
1,1,1,4,2,27,5,0
5,4,0,4,1,71,16,0
5,2,1,5,1,130,12.6,0
1,1,0,2,3,20,10,0
4,3,1,4,2,56,0.3,0
2,2,1,3,4,48,11.8,0
4,3,1,5,2,60,15.3,0
3,3,1,2,4,19,6.6,0
3,2,1,4,2,72,7.8,0
5,4,0,4,1,56,12.7,0
5,1,1,3,3,58,19.4,1
4,2,0,5,1,106,29,0
2,1,0,2,4,22,10.7,1
2,3,1,3,1,21,8.7,0
1,3,1,4,2,41,20.5,0
3,3,1,4,1,45,10,0
4,1,1,6,1,346,13.6,0
5,5,1,4,3,34,1.2,1
1,3,1,5,3,68,8.3,0
3,2,1,4,4,25,2.6,1
5,3,1,4,4,25,9.8,0
1,1,0,6,3,19,2.6,0
5,5,0,4,2,44,21.7,0
5,5,0,5,3,81,27,0
4,3,0,5,5,48,4.8,0
3,4,1,4,3,39,8.1,0
4,4,1,4,1,19,36.4,0
2,1,1,6,3,16,7.7,0
5,5,0,5,4,68,5.8,0
1,1,1,5,2,35,12.4,0
4,2,1,6,4,38,17.1,1
1,1,1,3,3,29,15.7,1
5,5,0,5,4,113,3,0
3,1,0,6,3,37,7.3,0
3,3,0,6,2,34,11.4,0
5,4,0,6,4,46,5.8,0
2,3,0,3,2,32,3.8,1
3,5,1,5,2,36,13.6,0
2,3,1,6,4,73,11.5,0
2,4,0,2,1,20,5.3,0
4,2,0,5,4,55,4.7,0
2,4,0,5,2,187,2.1,0
1,1,0,5,4,32,9.9,0
2,4,1,3,1,28,13.3,0
3,3,1,2,2,16,11.4,0
5,2,0,4,2,146,11,0
2,2,0,3,1,30,5.4,0
4,4,1,5,3,45,7,0
2,1,0,4,2,56,8.1,0
2,2,1,4,4,60,9.9,0
2,3,1,2,1,18,4.3,0
2,2,1,5,1,24,20.2,0
4,5,0,3,4,26,5.2,0
1,1,1,5,1,55,16.5,0
1,1,1,3,4,33,16.4,1
5,4,1,3,2,78,16,0
3,1,0,2,2,20,12.7,1
1,2,0,2,2,19,9.2,0
1,1,0,2,4,25,27.2,0
1,3,0,2,2,47,13.7,1
4,5,0,6,1,9,19.9,0
3,4,1,2,2,14,5.8,1
1,1,0,4,4,60,21.2,0
1,2,1,4,3,21,8.5,0
5,3,1,4,4,54,15.5,0
5,2,1,2,2,32,8.9,1
5,5,1,6,2,12,1.9,0
5,2,0,4,4,67,8.2,1
5,4,0,3,4,19,1.1,0
4,5,0,4,4,40,4.5,0
5,5,0,3,5,21,2.3,1
4,4,0,6,5,179,5.1,0
2,3,1,3,1,17,7.7,0
3,2,0,3,3,21,6.4,1
5,5,0,3,2,28,4.1,0
5,2,0,3,2,28,12.2,1
1,2,0,5,3,170,4.5,1
2,2,1,5,2,129,13,0
1,3,0,4,3,29,13.7,0
3,5,1,2,2,28,16.4,0
4,4,0,4,2,46,0.7,1
2,1,1,3,5,77,11.1,0
5,4,1,3,4,70,3.1,1
1,1,1,5,2,31,1.5,1
1,2,1,6,1,48,14.9,0
1,4,0,4,3,30,18,1
3,2,1,6,2,98,11.7,0
1,4,1,4,4,57,8.2,0
5,3,0,6,2,137,1.4,0
1,2,1,3,4,56,7.2,1
5,3,0,5,3,142,14.5,0
1,2,0,2,1,20,1.8,0
1,3,0,2,2,15,6.2,0
5,1,1,6,3,49,14.1,1
4,4,0,3,4,32,7.1,0
1,1,1,2,2,22,0.8,0
1,1,0,5,1,74,17.3,0
3,1,0,4,4,38,4.1,0
4,2,1,5,2,47,10.6,0
5,1,0,5,4,112,3.6,0
1,2,1,6,1,19,9.4,0
1,1,1,3,1,29,3.7,0
5,5,0,6,1,12,2.5,0
4,5,0,2,3,21,24.3,0
1,4,0,2,4,18,7.4,0
2,4,1,2,3,31,8.2,0
1,1,0,4,4,79,6.5,0
5,5,1,4,3,113,2.9,0
1,2,0,5,2,160,12,0
1,1,0,5,2,83,5.1,0
5,4,1,5,4,14,7.5,0
5,5,0,5,3,97,3.2,0
4,3,1,5,2,46,12.6,0
3,5,0,5,3,111,15.3,0
2,4,0,6,3,37,4.2,0
5,1,0,3,4,43,2.4,1
4,3,1,4,2,33,8.3,1
3,4,1,4,4,102,11,1
1,2,1,4,1,42,12.9,0
5,3,0,4,2,92,16.1,1
5,4,0,3,2,33,10.4,0
1,2,1,3,1,27,7.3,1
4,2,1,4,3,23,25.4,0
2,4,1,4,1,27,13,0
1,1,0,5,1,32,15.8,0
5,3,0,5,1,44,21.6,0
2,1,1,5,5,42,18.4,0
5,2,0,3,3,50,7.6,1
2,2,1,6,1,15,9.8,0
2,2,1,3,2,22,5.1,0
2,2,1,3,2,40,27.9,0
5,2,1,4,2,71,11.6,0
1,1,0,6,1,88,15.4,0
5,5,0,3,3,23,9.8,1
3,3,1,2,3,29,2.1,1
4,3,1,6,1,11,11.7,0
1,1,0,3,4,23,3.9,1
1,1,0,5,3,69,18.2,0
4,4,0,5,3,83,19.6,0
3,4,1,2,2,21,5.1,1
2,2,0,6,3,60,15.4,0
2,1,1,6,4,20,14.4,0
1,1,0,3,3,29,13.9,1
2,3,1,6,1,48,3,0
3,4,1,4,4,38,15.6,1
4,4,1,4,2,37,18.3,1
3,4,0,6,2,68,9.6,0
4,4,1,5,5,88,12.9,0
1,1,0,2,3,44,8.3,0
3,2,1,5,2,90,3.1,1
1,3,0,4,1,29,5.8,0
5,5,1,5,1,35,1.7,0
2,2,1,4,4,91,3,0
5,4,0,6,1,29,8.9,0
3,4,1,3,4,24,14.2,0
5,2,1,4,4,49,15.9,1
2,1,0,2,3,20,3.1,0
3,3,1,5,1,68,14.8,0
4,5,1,6,2,72,21.1,0
3,1,0,3,4,29,9.3,0
2,1,0,4,2,74,13.4,0
1,1,1,6,2,10,15.7,0
5,4,1,4,2,35,2.3,1
1,1,0,6,5,68,11.9,0
2,2,1,5,2,33,18.3,0
2,2,1,3,3,16,17.4,0
3,1,0,4,2,63,19.8,0
3,2,0,5,1,159,11.3,0
5,5,1,3,4,37,9.3,0
1,4,0,5,1,34,12.8,0
5,1,1,6,1,15,15.8,0
2,4,1,4,3,30,2.7,1
1,2,1,4,1,42,7.5,0
2,1,0,4,1,28,10.9,0
3,3,1,5,3,31,5.6,0
5,2,0,4,2,53,5.4,0
1,1,1,5,2,59,17.3,0
5,3,1,2,3,29,10.3,0
4,4,0,2,2,21,6.5,1
2,1,1,6,3,41,9,0
2,1,1,6,2,29,9.4,0
2,2,1,4,2,92,9.7,0
3,4,1,5,2,26,3.6,0
4,2,1,4,2,59,16.9,0
1,2,1,6,2,18,13.9,0
2,1,0,3,4,16,11.2,1
4,4,1,3,4,22,13.9,0
3,1,1,2,2,16,12.2,0
1,1,0,6,1,9,34.1,0
4,4,1,6,3,209,1.1,0
1,2,1,4,1,30,16.9,0
5,5,1,3,3,72,11.3,0
1,2,0,2,2,24,10.4,0
3,1,1,4,5,138,6.2,1
2,1,0,2,2,15,7.3,0
3,4,0,5,5,108,5.4,1
1,2,1,5,5,87,9.1,1
3,1,0,2,4,42,1.6,0
5,5,0,4,1,25,8.1,0
2,3,1,2,1,20,2.5,0
1,1,0,4,4,23,3.1,1
2,1,0,4,2,57,4.6,1
2,2,1,4,2,32,14.7,0
4,1,0,5,2,140,0.1,0
2,1,1,5,2,106,5.2,0
2,2,1,3,1,23,15.7,0
3,1,1,5,3,103,10.1,0
1,1,1,4,1,45,13.5,0
2,1,1,3,4,23,2,0
5,1,1,6,2,115,41,0
4,4,0,6,2,53,8.2,0
1,1,1,4,2,66,2,0
5,2,1,6,1,74,5,0
4,2,0,6,3,261,14.3,0
4,5,0,5,2,88,11.2,1
5,5,0,6,2,11,9.8,0
5,4,0,4,2,54,3.4,0
1,3,0,2,4,20,3.7,0
1,5,0,3,2,30,15.2,0
2,1,0,3,1,23,5.3,0
3,2,1,6,1,22,10.6,0
1,1,1,3,5,89,10.3,0
4,4,0,5,4,44,9.8,0
3,2,1,6,1,25,7.3,0
3,2,0,2,4,35,28.3,1
4,4,1,3,3,34,11.7,0
1,2,0,6,2,12,4.2,0
5,3,0,4,2,35,5.5,0
4,1,1,2,2,21,1.9,0
5,4,0,6,4,90,2.8,0
5,4,1,2,2,17,4.9,0
4,1,1,4,1,46,6.6,1
2,2,1,4,1,36,17.3,0
4,3,1,3,4,47,21.5,1
2,2,0,5,3,32,13.8,0
5,3,0,6,3,148,23,0
1,4,0,3,1,37,6.5,0
3,4,0,4,3,33,3.9,0
3,1,1,6,3,48,8.7,0
5,4,1,4,3,93,1.6,0
1,2,1,3,1,39,5.3,0
3,5,1,2,3,40,5.1,1
2,2,1,2,2,13,1.6,0
1,1,1,4,2,52,22.6,0
5,3,1,2,2,22,7.1,1
2,3,0,6,2,137,18.2,0
3,4,0,4,2,134,12.1,0
5,1,0,5,2,91,14,0
3,1,0,5,1,77,5.7,0
4,5,0,6,2,12,4.8,0
3,1,1,5,3,46,6.4,0
1,1,0,5,1,36,5.3,0
5,3,0,4,2,29,9.3,1
5,4,1,3,2,31,18.4,0
1,5,1,4,3,41,18,0
1,4,1,3,5,156,2.7,1
1,2,1,5,1,37,0.9,0
5,4,1,5,1,41,11.5,0
1,2,0,4,4,37,3.2,0
5,3,0,5,1,52,10.7,0
2,3,0,4,2,19,13.1,0
3,3,1,2,4,20,6.9,1
5,5,0,2,1,16,12,1
4,1,0,2,4,30,4.4,0
1,1,0,3,2,45,10.9,0
3,1,0,5,4,22,10.5,1
1,2,1,5,3,68,1.5,1
5,5,0,6,2,69,9,0
2,1,0,6,3,28,5.1,0
5,5,1,4,2,64,16.1,0
4,2,0,4,2,44,19.1,0
4,1,1,5,2,27,9,0
5,5,1,5,1,14,6.9,0
4,3,0,6,1,16,17.6,0
1,1,0,5,4,61,7,1
5,5,1,5,4,119,18.4,0
2,4,0,5,1,67,4.1,0
3,3,1,4,2,91,8.2,0
2,1,0,4,1,117,1.4,0
1,2,1,6,2,18,12.6,0
5,5,1,5,1,57,0.7,0
2,1,0,5,2,40,3.1,1
1,4,1,5,5,48,17.9,0
1,5,1,4,2,81,6.9,0
5,5,0,2,2,25,7.5,0
1,1,0,5,1,85,2,1
2,2,0,2,2,20,1.7,1
1,2,1,5,1,133,9.8,0
2,4,0,2,2,28,6.4,0
3,1,0,4,3,33,10.7,0
5,4,0,6,1,88,29.2,0
3,1,0,5,1,52,11.3,0
3,4,1,6,1,11,11.8,0
5,4,1,6,5,130,2.2,0
3,5,1,3,2,37,8.6,0
3,2,1,4,2,33,7.7,0
3,2,1,3,5,40,8.4,1
5,5,1,3,2,19,1.9,1
5,5,0,2,3,44,3,1
5,2,1,6,2,9,14.6,0
3,1,0,4,4,123,15.8,0
5,3,0,5,1,54,12,0
3,3,0,3,5,137,1.5,0
2,5,0,3,3,35,10.1,1
1,2,1,4,2,38,4.7,0
4,4,0,5,5,218,6.1,1
4,3,1,5,3,35,9.7,0
5,5,0,3,4,33,4.2,0
4,1,1,6,2,21,3.1,0
3,3,0,6,2,11,27.5,0
3,5,1,2,3,14,23,0
1,1,0,4,3,91,1.1,1
3,1,0,6,1,20,7,0
3,3,1,5,2,102,5.5,0
2,1,0,4,3,66,1.5,0
1,1,1,2,4,44,5.7,1
3,1,1,4,4,44,17.1,1
3,5,1,5,4,67,17.5,0
4,2,0,3,3,20,3.1,0
2,4,0,5,3,38,5.8,0
2,1,1,5,5,76,6.3,1
3,5,1,4,3,49,8.6,0
2,4,1,4,1,40,3.9,0
3,2,0,2,3,27,11.6,0
2,1,1,5,4,70,19.2,0
